팀명,1,2,3,4,5,6,7,8,9,10,11,12,R,H,E
LG,0,0,0,2,0,0,0,0,0,,,,2,4,1
롯데,0,4,0,2,1,2,0,3,0,,,,12,18,2
삼성,3,1,1,0,0,0,0,0,0,,,,5,4,3
두산,0,0,3,0,0,1,0,0,7,,,,11,13,1
NC,1,2,1,3,0,3,1,0,1,,,,12,17,0
한화,1,1,0,0,0,0,1,0,0,,,,3,13,1
넥센,0,0,1,3,2,0,0,0,-,,,,6,12,1
kt,0,0,1,0,0,3,1,0,0,,,,5,11,0
KIA,2,0,0,0,0,2,0,0,0,,,,4,12,0
LG,0,1,0,0,0,0,0,0,1,,,,2,7,0
NC,0,0,2,0,0,0,0,2,-,,,,4,9,0
롯데,1,1,1,0,1,0,1,0,0,,,,5,7,2
SK,2,0,2,1,0,0,1,0,-,,,,6,8,3
삼성,1,0,3,0,0,0,0,0,2,,,,6,13,1
두산,0,0,0,0,1,0,2,0,0,,,,3,6,0
한화,0,0,1,0,2,0,0,1,0,,,,4,11,0
넥센,0,0,0,0,0,0,1,0,0,,,,1,5,0
kt,0,0,0,0,1,0,0,0,0,,,,1,7,0
KIA,6,1,0,0,0,3,0,4,-,,,,14,16,0
LG,0,0,0,0,0,0,0,1,0,,,,1,3,3
NC,0,0,1,0,5,0,1,0,-,,,,7,8,0
롯데,0,0,0,0,0,0,0,0,0,,,,0,5,0
SK,1,0,0,1,0,0,3,0,-,,,,5,9,1
삼성,4,0,0,0,0,0,0,0,0,,,,4,6,1
두산,1,1,2,0,0,0,1,0,-,,,,5,8,0
한화,0,0,0,3,0,0,0,3,0,,,,6,10,1
NC,1,4,0,1,0,0,3,0,-,,,,9,9,0
kt,0,0,1,0,0,0,3,1,0,,,,5,8,2
SK,2,0,1,3,1,1,0,0,-,,,,8,14,2
LG,0,2,0,0,0,0,0,0,2,,,,0,4,10
넥센,0,0,0,1,0,2,0,0,1,,,,1,5,14
롯데,0,0,0,0,0,0,0,0,0,,,,0,3,0
두산,1,2,0,0,0,2,0,0,-,,,,5,7,0
삼성,0,0,0,0,0,0,0,0,0,,,,0,6,0
KIA,0,0,1,10,3,0,3,0,-,,,,17,14,0
한화,0,0,1,0,1,0,0,4,0,,,,6,10,0
NC,2,0,0,0,0,0,0,0,0,,,,2,5,2
kt,0,0,1,2,0,3,2,0,0,,,,8,15,1
SK,0,2,0,1,0,0,0,2,0,,,,5,9,2
LG,4,0,0,3,0,0,0,2,0,,,,9,13,0
넥센,0,0,2,1,0,0,0,0,0,,,,3,4,2
롯데,2,2,0,0,0,0,0,0,1,,,,5,10,2
두산,1,0,2,0,0,0,0,3,-,,,,6,5,1
삼성,1,1,0,0,0,1,1,2,0,,,,6,14,0
KIA,0,0,0,0,0,0,0,0,0,,,,0,5,1
한화,0,0,0,0,0,1,0,0,0,,,,1,6,2
NC,0,0,0,0,0,0,0,4,-,,,,4,10,1
kt,0,2,1,0,0,4,0,0,0,,,,7,12,0
SK,0,0,0,0,0,0,1,0,0,,,,1,7,0
LG,1,1,0,0,0,0,0,0,2,,,,4,11,0
넥센,5,0,3,1,0,0,0,0,-,,,,9,12,1
롯데,0,0,0,1,0,0,0,0,0,,,,1,4,1
두산,1,0,0,0,0,3,0,0,-,,,,4,9,1
삼성,0,0,0,0,0,0,0,0,0,,,,0,3,0
KIA,1,0,0,0,3,0,3,0,-,,,,7,13,0
KIA,0,0,0,1,2,0,1,0,0,,,,4,10,1
LG,0,0,0,0,0,2,0,1,0,,,,3,10,0
NC,0,0,3,0,2,0,1,1,0,,,,7,10,1
롯데,0,0,0,0,0,2,0,0,3,,,,5,6,1
두산,0,0,3,0,0,0,0,3,0,,,,6,11,1
kt,0,0,0,0,0,1,1,0,0,,,,2,7,0
SK,0,1,0,3,4,0,0,0,0,,,,8,6,0
한화,0,1,1,0,0,1,0,1,0,,,,4,9,1
넥센,0,0,2,0,3,3,0,0,0,,,,0,0,2
삼성,2,1,0,0,0,0,5,0,0,,,,0,0,0
KIA,0,1,0,0,3,0,0,0,0,,,,4,6,1
LG,0,2,1,2,0,0,1,0,-,,,,6,9,0
NC,0,0,0,3,0,2,0,0,5,,,,10,14,0
롯데,0,2,0,0,2,0,0,1,0,,,,5,9,0
두산,4,0,4,0,0,0,0,0,0,,,,8,13,2
kt,0,0,3,5,1,0,2,9,-,,,,20,22,0
SK,3,0,0,0,4,1,0,2,2,,,,12,13,0
한화,0,0,0,0,0,1,0,0,0,,,,1,8,1
넥센,1,0,0,0,0,1,2,0,0,,,,4,9,0
삼성,0,0,0,0,0,2,0,0,0,,,,2,7,0
KIA,0,0,0,0,1,2,2,0,0,,,,5,9,0
LG,2,0,0,0,0,3,0,0,1,,,,6,10,0
NC,0,0,0,0,1,1,0,0,0,,,,2,7,1
롯데,0,0,0,0,1,0,0,2,-,,,,3,10,0
두산,0,2,1,0,1,0,0,0,0,,,,4,10,1
kt,0,1,0,0,2,0,6,0,-,,,,9,13,0
SK,1,1,1,0,4,1,3,1,1,,,,13,15,0
한화,0,0,0,1,0,0,0,0,0,,,,1,4,1
넥센,0,0,1,3,0,0,0,0,1,,,,5,9,1
삼성,2,0,1,0,1,0,2,0,-,,,,6,14,2
KIA,1,1,0,1,0,0,0,0,0,,,,3,5,0
SK,4,2,0,6,0,0,0,1,-,,,,13,14,1
kt,0,2,2,1,2,0,0,0,0,,,,7,11,0
넥센,0,0,0,1,0,0,0,0,0,,,,1,6,1
LG,0,0,0,1,0,0,0,1,2,,,,0,0,4
두산,0,2,0,0,0,0,0,2,0,,,,0,1,5
롯데,0,0,2,8,0,0,1,0,0,,,,11,15,2
한화,4,2,5,0,3,3,0,0,-,,,,17,11,2
삼성,0,0,0,0,0,0,2,1,0,,,,0,3,11
NC,1,0,0,1,0,0,0,0,1,,,,1,4,8
KIA,0,1,0,0,0,1,0,4,0,,,,3,9,19
SK,0,0,5,0,0,1,0,0,0,,,,0,6,7
kt,0,1,1,0,0,0,0,0,0,,,,2,5,0
넥센,3,0,0,1,5,0,0,1,-,,,,10,12,0
LG,0,1,0,0,0,0,1,0,1,,,,3,12,0
두산,1,0,0,1,0,3,0,1,-,,,,6,10,0
롯데,2,0,1,0,0,1,0,0,2,,,,6,12,1
한화,2,0,0,0,1,2,2,0,-,,,,7,10,1
삼성,0,0,1,0,0,0,0,0,0,,,,1,4,0
NC,0,0,0,0,2,0,0,2,-,,,,4,9,1
kt,2,0,0,0,0,0,0,0,1,,,,0,3,6
넥센,0,1,0,0,0,0,2,0,0,,,,1,4,7
삼성,0,0,0,0,0,0,0,1,3,,,,4,13,1
NC,0,0,0,0,0,0,1,0,0,,,,1,7,1
LG,2,1,5,0,1,2,1,0,2,,,,14,14,1
롯데,0,1,0,0,0,2,3,0,0,,,,6,9,0
넥센,0,1,0,0,2,0,0,1,1,,,,5,13,1
KIA,2,0,0,0,3,3,0,3,-,,,,11,16,1
한화,0,1,0,0,0,0,1,0,0,,,,2,8,1
kt,0,2,0,0,0,2,6,0,-,,,,10,10,1
LG,0,0,1,1,0,0,0,0,0,,,,2,9,0
롯데,0,2,1,3,1,0,0,0,-,,,,7,13,0
NC,0,0,0,0,1,2,0,0,0,,,,3,8,1
두산,0,0,1,1,0,2,0,2,-,,,,6,7,1
삼성,0,0,0,2,0,0,0,1,0,,,,0,0,0
SK,1,0,0,0,0,2,0,0,0,,,,0,0,1
넥센,0,0,0,1,0,0,0,0,0,,,,1,10,1
KIA,0,3,1,0,1,0,0,0,-,,,,5,9,0
한화,0,0,0,3,0,0,5,0,0,,,,4,12,14
kt,0,2,4,0,0,0,2,0,0,,,,0,8,10
LG,0,0,0,0,1,0,1,0,2,,,,4,7,4
롯데,0,0,0,0,0,0,2,0,0,,,,2,7,1
NC,0,0,0,3,2,0,0,1,4,,,,10,13,2
두산,0,0,2,0,1,3,0,3,2,,,,11,14,0
삼성,0,3,3,4,2,0,0,0,0,,,,12,11,0
SK,2,0,0,0,0,0,0,0,2,,,,4,10,2
넥센,0,0,1,0,0,0,2,0,0,,,,3,13,0
KIA,0,0,0,1,0,1,2,0,-,,,,4,9,0
KIA,0,1,0,2,0,0,0,0,0,,,,3,8,0
한화,2,0,0,0,0,1,0,1,-,,,,4,7,0
kt,0,0,0,0,0,0,0,2,3,,,,5,8,1
NC,3,0,0,0,0,1,0,0,0,,,,4,5,1
두산,2,0,1,1,0,2,0,0,2,,,,8,12,0
삼성,0,0,0,0,0,0,1,0,0,,,,1,4,4
SK,0,1,1,0,2,0,0,0,0,,,,4,12,2
LG,0,0,0,0,0,0,0,1,0,,,,1,6,1
넥센,2,0,0,0,0,0,1,0,0,,,,3,6,1
롯데,0,1,1,0,1,0,1,0,-,,,,4,11,0
KIA,0,0,0,1,3,0,0,0,0,,,,4,7,1
한화,1,0,1,1,0,3,0,0,-,,,,6,11,1
kt,0,0,2,1,2,3,0,0,4,,,,12,21,0
NC,2,0,0,2,0,0,0,0,0,,,,4,7,3
두산,0,0,1,0,3,3,0,0,0,,,,7,10,0
삼성,4,1,0,0,0,0,0,0,1,,,,6,14,1
SK,0,0,0,0,0,0,0,0,0,,,,0,3,0
LG,0,0,0,1,1,1,0,0,-,,,,3,7,0
넥센,0,0,0,0,0,0,0,0,0,,,,0,2,0
롯데,0,0,0,3,2,7,0,0,-,,,,12,17,0
KIA,0,1,0,0,0,0,1,2,0,,,,4,7,1
한화,4,3,0,1,0,5,2,0,-,,,,15,17,0
kt,0,1,0,0,2,2,2,0,0,,,,7,13,3
NC,0,0,0,0,0,2,0,0,0,,,,2,6,1
두산,0,2,0,3,0,2,0,1,1,,,,9,17,0
삼성,0,1,0,1,0,0,0,1,0,,,,3,7,0
SK,0,0,0,0,0,0,0,0,4,,,,4,7,2
LG,0,1,0,0,0,0,1,0,3,,,,5,9,1
넥센,1,0,1,0,2,0,1,0,0,,,,5,9,0
롯데,1,0,0,0,0,2,0,0,0,,,,3,9,0
kt,0,1,0,0,0,0,0,0,0,,,,1,5,1
LG,0,0,0,0,3,0,0,0,-,,,,3,3,0
롯데,0,0,0,0,0,0,0,1,7,,,,8,11,3
KIA,0,0,0,0,0,2,2,0,0,,,,4,4,0
NC,0,0,0,0,0,0,0,2,0,,,,2,7,0
SK,0,0,0,0,3,0,1,0,-,,,,4,10,2
두산,0,0,1,0,1,0,0,7,3,,,,12,12,0
넥센,0,0,0,0,0,0,0,0,0,,,,0,2,1
삼성,0,3,0,0,0,0,0,0,1,,,,4,11,1
한화,0,0,0,2,0,0,0,0,0,,,,2,5,3
kt,0,0,0,0,0,0,0,0,0,,,,0,6,2
LG,0,0,3,0,0,4,0,1,-,,,,8,13,0
NC,0,0,0,0,0,0,0,0,0,,,,0,3,0
SK,0,1,1,0,1,3,0,1,-,,,,7,12,0
두산,0,0,0,1,5,0,0,0,0,,,,6,9,0
넥센,2,3,0,2,0,0,0,0,-,,,,7,10,0
삼성,1,0,0,0,0,0,0,0,1,,,,2,6,1
한화,2,1,0,3,0,4,4,0,-,,,,14,17,0
kt,0,0,3,0,0,0,0,5,0,,,,8,13,1
LG,4,0,0,3,2,1,0,1,-,,,,11,16,0
NC,0,0,0,0,0,0,0,2,0,,,,2,12,0
SK,0,0,1,2,0,0,0,0,-,,,,3,12,0
두산,0,0,1,0,0,0,2,0,0,,,,3,8,0
넥센,0,0,0,0,0,0,2,0,0,,,,2,4,0
삼성,0,1,3,0,0,0,0,0,0,,,,4,11,1
한화,1,0,5,1,0,0,0,0,-,,,,7,10,0
한화,2,0,2,0,1,0,0,0,0,,,,5,12,0
두산,0,0,0,0,0,2,0,0,0,,,,2,7,0
LG,0,1,1,0,0,1,0,0,1,,,,4,8,1
KIA,1,0,1,0,2,0,0,0,1,,,,5,11,2
NC,0,0,0,0,0,2,0,0,0,,,,0,1,3
넥센,0,0,0,0,2,0,0,0,0,,,,0,0,2
SK,1,0,1,1,2,1,1,1,1,,,,9,17,1
kt,3,0,0,0,1,0,1,0,0,,,,5,11,1
삼성,0,0,3,0,3,1,2,0,2,,,,11,13,2
롯데,0,0,0,0,3,0,3,0,0,,,,6,11,2
한화,0,0,2,0,0,2,0,0,0,,,,4,13,1
두산,0,0,0,0,2,0,3,0,-,,,,5,7,0
LG,2,0,0,0,0,1,0,0,0,,,,3,10,0
KIA,0,3,0,0,0,0,0,1,-,,,,4,8,1
NC,0,0,0,0,0,0,0,1,0,,,,1,2,0
넥센,0,0,0,0,0,0,0,0,0,,,,0,2,0
SK,4,0,0,2,0,0,1,0,1,,,,8,13,0
kt,0,0,0,0,0,0,1,0,2,,,,3,9,1
삼성,1,1,3,0,1,0,0,0,0,,,,0,0,1
롯데,0,0,0,0,1,2,0,3,0,,,,0,0,3
한화,2,0,0,0,0,0,0,0,0,,,,2,7,0
두산,0,3,0,0,0,0,2,0,-,,,,5,11,0
LG,0,1,0,3,0,0,0,0,0,,,,4,8,0
KIA,0,0,1,6,0,1,0,0,-,,,,8,12,1
NC,0,0,0,0,0,0,0,1,2,,,,3,6,1
넥센,0,0,2,3,0,0,1,0,-,,,,6,11,0
SK,2,0,2,0,0,0,0,0,2,,,,6,7,0
kt,1,0,0,0,0,4,0,0,0,,,,5,13,0
삼성,0,2,1,1,0,0,1,1,0,,,,6,13,0
롯데,0,0,0,0,0,0,0,0,0,,,,0,8,3
KIA,0,0,0,0,0,1,0,1,2,,,,4,7,0
두산,0,0,2,3,1,0,0,0,-,,,,6,10,1
kt,0,0,0,0,0,0,4,0,1,,,,5,12,0
삼성,0,0,0,0,0,1,1,1,1,,,,4,11,1
LG,0,6,0,0,2,0,0,0,1,,,,9,14,2
NC,0,0,0,0,1,0,0,3,0,,,,4,8,0
SK,2,0,0,1,0,1,1,0,0,,,,5,7,0
롯데,0,2,4,0,1,0,1,2,-,,,,10,12,0
넥센,0,0,1,1,3,0,1,0,0,,,,6,13,0
한화,0,1,0,0,0,0,0,0,0,,,,1,8,1
KIA,0,0,0,0,0,0,2,3,0,,,,5,9,0
두산,0,0,1,1,2,0,2,4,-,,,,10,13,1
kt,0,1,0,0,0,0,0,0,0,,,,1,7,0
삼성,0,0,0,0,4,0,0,0,-,,,,4,9,1
LG,2,0,2,1,1,0,0,0,0,,,,6,12,1
NC,0,2,0,0,0,0,0,1,0,,,,3,5,0
SK,0,0,0,0,0,0,0,3,0,,,,3,9,0
롯데,0,2,1,0,0,0,0,0,1,,,,4,8,1
넥센,0,0,0,0,0,2,0,2,0,,,,4,9,0
한화,3,0,0,0,0,0,0,0,0,,,,3,8,0
KIA,3,0,3,3,4,0,1,0,0,,,,14,22,2
두산,0,0,0,0,1,0,0,2,1,,,,4,10,2
kt,0,1,1,0,1,0,0,3,0,,,,6,11,2
삼성,0,0,0,1,0,1,2,0,0,,,,4,8,1
LG,1,1,0,0,0,0,1,2,0,,,,5,9,0
NC,0,1,0,0,2,0,0,0,1,,,,4,13,1
SK,0,0,6,0,0,1,3,0,0,,,,10,13,0
롯데,0,0,0,0,0,4,0,0,0,,,,4,9,0
넥센,2,2,0,0,6,0,0,0,0,,,,10,15,0
한화,0,0,0,1,0,0,0,0,0,,,,1,5,1
롯데,4,0,1,0,8,1,0,0,0,,,,14,17,2
kt,0,0,0,0,4,1,0,2,1,,,,8,10,1
NC,0,2,0,0,0,0,0,0,0,,,,2,5,1
삼성,3,2,2,0,0,0,0,0,-,,,,7,7,0
두산,0,1,0,0,1,8,0,0,0,,,,10,11,0
SK,2,0,1,0,0,0,0,6,0,,,,9,13,1
넥센,0,1,0,0,0,0,0,0,1,,,,2,7,1
LG,1,0,0,0,0,0,7,0,-,,,,8,10,2
한화,0,0,0,2,0,0,0,0,1,,,,3,6,1
KIA,0,0,0,0,0,1,0,1,0,,,,2,7,1
롯데,0,0,0,0,3,1,0,1,0,,,,5,16,0
kt,0,0,1,0,1,2,0,0,0,,,,4,12,1
NC,0,0,0,1,0,2,0,3,3,,,,9,13,0
삼성,0,0,1,0,0,0,1,0,0,,,,2,9,0
두산,1,0,0,0,0,0,0,0,3,,,,2,6,12
SK,2,0,0,0,0,1,0,0,1,,,,3,7,12
넥센,0,1,0,0,0,0,0,0,0,,,,1,6,1
LG,0,0,1,0,0,1,0,0,-,,,,2,9,0
한화,0,0,0,0,0,0,0,0,3,,,,3,7,1
KIA,1,0,0,0,0,0,0,0,0,,,,1,10,1
롯데,1,0,0,0,0,0,0,0,1,,,,2,4,1
kt,0,1,0,3,1,0,0,0,-,,,,5,7,0
NC,0,0,0,3,0,0,1,0,1,,,,5,9,0
삼성,0,0,0,0,0,0,0,0,2,,,,2,8,1
두산,0,0,0,0,0,0,0,4,0,,,,4,10,0
SK,0,0,2,2,0,0,1,0,-,,,,5,8,0
넥센,0,0,0,0,0,0,0,1,0,,,,1,3,0
LG,0,1,3,5,1,1,0,0,-,,,,11,17,1
한화,2,0,0,0,0,0,0,1,0,,,,3,12,1
롯데,0,0,0,1,2,0,0,2,-,,,,5,9,0
KIA,0,1,0,0,0,3,0,4,0,,,,8,15,0
kt,0,2,0,0,0,0,0,1,0,,,,3,6,0
두산,1,0,0,1,0,1,0,2,1,,,,6,9,0
NC,2,0,0,0,0,0,0,0,0,,,,2,6,1
SK,1,1,0,2,2,1,1,0,0,,,,8,10,0
넥센,0,0,1,0,1,0,0,0,1,,,,3,10,0
삼성,1,0,0,0,0,0,1,0,0,,,,2,7,0
LG,0,4,2,0,0,3,0,0,-,,,,9,15,1
한화,0,2,1,0,1,0,0,0,0,,,,4,6,2
롯데,0,1,0,0,0,0,0,1,0,,,,2,9,0
KIA,1,0,0,0,0,1,0,0,0,,,,2,10,0
kt,0,0,3,0,2,0,4,0,-,,,,9,13,1
두산,0,0,0,0,0,0,1,0,0,,,,1,7,0
NC,0,1,0,0,0,4,0,0,-,,,,5,10,1
SK,2,1,0,0,0,0,0,0,3,,,,6,11,3
넥센,1,0,0,2,1,0,0,0,0,,,,4,8,3
삼성,0,0,0,0,2,1,1,0,0,,,,4,8,1
LG,1,0,1,0,4,0,0,0,-,,,,6,9,1
한화,0,0,2,0,0,0,0,1,0,,,,3,12,1
롯데,0,0,4,0,0,0,0,0,-,,,,4,7,1
KIA,0,0,0,0,0,0,1,2,0,,,,3,7,1
kt,0,0,2,0,0,2,0,1,-,,,,5,9,0
두산,0,3,0,0,2,0,1,0,1,,,,7,12,0
NC,0,0,0,0,0,0,1,0,0,,,,1,6,2
SK,0,1,0,2,0,0,0,1,1,,,,5,10,1
넥센,0,0,2,2,3,0,0,1,-,,,,8,17,2
삼성,0,0,0,0,2,3,0,0,3,,,,8,18,1
LG,0,1,3,1,0,0,0,0,2,,,,7,15,1
KIA,0,0,0,0,0,0,0,0,0,,,,0,7,0
롯데,0,0,0,0,1,1,0,2,-,,,,4,13,1
kt,0,0,0,1,0,1,0,0,0,,,,2,7,0
두산,1,0,0,3,0,0,0,0,-,,,,4,9,1
LG,0,0,1,0,0,2,0,1,1,,,,5,9,1
한화,0,0,4,0,2,0,0,0,-,,,,6,11,2
SK,1,5,1,4,0,0,0,1,0,,,,12,17,0
삼성,0,0,0,0,0,2,1,0,0,,,,3,8,0
넥센,0,0,0,0,1,3,0,8,1,,,,13,17,1
NC,0,0,1,0,0,3,0,0,0,,,,4,9,0
KIA,1,0,0,4,1,3,1,0,2,,,,12,17,1
롯데,2,0,1,2,0,0,1,0,0,,,,6,12,6
LG,0,0,0,0,0,0,3,0,0,,,,3,7,1
한화,1,1,0,0,0,0,0,0,2,,,,4,9,0
SK,0,0,0,3,2,0,0,0,2,,,,7,14,0
삼성,0,0,0,1,3,0,0,0,0,,,,4,11,0
넥센,3,1,0,2,0,1,1,0,0,,,,8,14,2
NC,0,2,3,3,0,3,1,1,-,,,,13,17,0
KIA,0,0,0,0,3,0,0,0,1,,,,4,9,3
롯데,1,0,0,0,0,0,2,0,2,,,,5,10,1
kt,1,0,0,0,0,0,1,0,0,,,,0,1,3
두산,0,1,0,0,0,1,0,0,0,,,,0,0,2
LG,0,0,0,0,0,3,0,0,0,,,,3,10,1
한화,1,0,0,1,1,0,4,0,-,,,,7,11,0
SK,0,0,0,1,3,0,0,0,0,,,,4,5,1
삼성,0,6,0,0,2,0,0,0,-,,,,8,9,0
넥센,0,0,0,4,1,0,4,3,1,,,,13,14,0
NC,1,0,0,4,3,0,0,1,0,,,,9,13,0
한화,0,2,0,1,0,0,0,2,4,,,,9,13,1
삼성,0,2,2,2,0,0,0,0,0,,,,6,11,1
롯데,0,2,0,0,1,0,0,0,1,,,,4,9,2
SK,0,1,0,2,0,2,0,0,-,,,,5,10,0
NC,2,0,0,0,1,0,0,0,3,,,,6,14,1
KIA,2,0,0,0,1,2,0,0,0,,,,5,11,0
두산,0,4,0,1,0,0,5,0,1,,,,11,14,0
LG,3,3,0,1,0,0,1,0,0,,,,8,12,0
넥센,1,3,0,0,4,1,1,0,1,,,,11,15,0
kt,0,0,0,0,0,0,0,1,0,,,,1,9,0
한화,0,0,0,0,0,0,3,0,0,,,,3,9,0
삼성,0,0,5,1,0,2,0,0,-,,,,8,10,0
롯데,0,0,0,0,0,0,0,1,7,,,,8,8,0
SK,0,0,0,0,1,0,0,0,0,,,,1,5,0
NC,0,0,2,0,0,1,0,1,0,,,,4,8,1
KIA,1,5,0,0,0,0,6,0,-,,,,12,18,0
두산,2,0,0,1,0,0,0,0,0,,,,3,11,0
LG,0,0,0,0,0,0,0,0,0,,,,0,5,0
넥센,0,2,0,5,0,0,1,1,1,,,,10,15,0
kt,1,0,0,0,0,0,0,0,0,,,,1,8,2
NC,2,0,0,0,0,0,1,0,0,,,,3,6,0
KIA,0,0,3,2,2,0,4,0,-,,,,11,19,0
두산,0,2,2,1,4,1,0,3,0,,,,13,20,0
LG,0,0,0,2,0,1,0,2,0,,,,5,7,1
한화,0,2,2,0,0,2,0,0,4,,,,10,15,1
넥센,0,3,0,0,4,0,2,0,0,,,,9,15,2
롯데,0,0,0,1,0,1,2,0,0,,,,4,11,0
LG,0,0,2,0,0,0,0,0,0,,,,2,7,2
두산,0,0,0,0,0,0,0,0,0,,,,0,6,0
KIA,6,1,0,0,0,0,0,3,-,,,,10,13,0
SK,0,0,0,0,0,0,0,0,0,,,,0,6,0
NC,3,0,0,0,1,0,0,5,-,,,,9,9,0
삼성,0,4,0,0,0,3,2,0,0,,,,9,14,0
kt,1,2,0,0,0,0,0,1,0,,,,4,7,1
한화,0,2,0,0,0,0,0,2,0,,,,4,7,0
넥센,0,0,0,0,0,0,0,1,0,,,,1,8,0
롯데,0,0,1,0,0,0,0,1,0,,,,2,11,0
LG,1,0,2,0,0,0,0,0,-,,,,3,5,0
두산,0,0,4,7,0,2,0,0,0,,,,13,16,0
KIA,0,4,0,1,0,0,0,0,2,,,,7,8,1
SK,0,2,2,0,0,0,0,2,0,,,,6,10,2
NC,0,0,0,0,0,0,0,0,5,,,,5,7,0
삼성,0,0,2,1,0,0,1,0,1,,,,5,17,1
kt,0,0,0,2,0,1,0,1,0,,,,4,13,0
한화,1,0,0,0,1,1,0,0,0,,,,3,10,0
넥센,0,0,1,0,0,0,0,0,0,,,,1,9,3
롯데,1,2,0,0,0,0,0,4,0,,,,7,7,1
LG,0,0,1,0,1,0,0,0,0,,,,2,8,0
두산,1,0,0,1,0,1,0,1,1,,,,0,0,5
KIA,3,0,2,0,0,0,0,0,0,,,,0,1,6
SK,0,0,0,1,4,0,0,1,0,,,,6,11,1
NC,1,0,0,0,0,1,0,0,0,,,,2,5,0
삼성,0,0,0,1,1,0,0,1,1,,,,0,0,4
