팀명,1,2,3,4,5,6,7,8,9,10,11,12,R,H,E
롯데,0,0,0,0,0,0,0,0,1,,,,0,0,0
SK,0,0,0,1,0,0,0,0,0,,,,0,0,1
한화,0,0,0,0,1,0,0,0,0,,,,1,4,2
삼성,0,0,0,0,0,0,1,4,-,,,,5,6,0
KIA,0,0,0,3,0,0,0,0,1,,,,4,8,0
두산,0,0,0,0,0,0,0,2,1,,,,3,12,1
kt,0,0,0,1,2,1,0,0,3,,,,7,13,3
넥센,3,1,0,1,0,0,1,0,0,,,,6,9,0
LG,0,0,0,1,0,0,0,0,0,,,,1,5,0
NC,0,0,3,0,0,0,0,0,-,,,,3,7,0
롯데,3,0,0,6,0,0,0,0,1,,,,10,12,0
SK,4,1,3,1,1,0,0,0,1,,,,11,13,1
kt,1,0,1,0,0,0,0,0,0,,,,2,9,1
LG,2,0,0,0,0,3,0,0,-,,,,5,10,0
두산,1,0,3,1,1,3,0,0,1,,,,10,13,2
NC,1,0,0,0,2,0,0,0,3,,,,6,10,0
SK,0,2,0,2,0,1,1,0,0,,,,6,11,1
한화,0,0,0,0,0,0,1,1,0,,,,2,6,1
삼성,0,1,0,3,0,1,0,0,1,,,,6,10,2
롯데,4,0,0,0,0,0,5,0,-,,,,9,9,1
넥센,0,0,0,0,1,1,0,0,0,,,,2,7,0
KIA,0,0,0,1,0,1,0,1,-,,,,3,7,1
kt,0,0,0,0,0,0,0,0,0,,,,1,1,3
LG,0,0,0,0,0,0,0,0,0,,,,0,0,7
두산,0,4,4,0,0,0,0,0,3,,,,11,14,0
NC,0,0,1,0,0,1,0,0,0,,,,2,11,0
SK,0,2,1,5,1,1,0,2,0,,,,12,17,1
한화,1,0,0,0,1,0,0,1,1,,,,4,13,1
삼성,1,0,0,0,0,2,0,1,0,,,,4,11,1
롯데,1,0,2,0,0,1,1,1,-,,,,6,9,1
넥센,0,0,0,0,0,0,0,2,0,,,,2,13,0
KIA,3,1,0,0,0,0,1,0,-,,,,5,12,0
kt,2,1,0,0,1,0,1,0,0,,,,5,14,1
LG,5,0,0,2,0,1,1,3,-,,,,12,16,1
두산,0,0,0,0,0,0,0,0,0,,,,0,6,1
NC,1,2,0,0,0,0,1,0,-,,,,4,11,0
SK,0,2,0,1,0,2,5,0,0,,,,10,12,0
한화,0,0,0,0,0,1,0,0,0,,,,1,6,1
삼성,0,0,0,0,0,3,0,0,0,,,,3,10,1
롯데,0,0,0,0,0,0,0,0,0,,,,0,8,0
넥센,0,0,0,3,0,2,0,0,1,,,,6,13,0
KIA,1,0,0,0,0,3,2,1,-,,,,7,11,0
KIA,0,0,0,0,3,1,0,0,1,,,,5,11,0
kt,0,0,0,0,0,0,0,0,0,,,,0,7,2
LG,0,2,0,0,0,0,0,0,0,,,,2,9,3
한화,0,1,0,0,0,1,0,0,1,,,,3,6,0
NC,0,0,2,0,1,0,5,0,0,,,,8,14,0
롯데,1,2,0,0,0,0,0,0,0,,,,3,11,0
삼성,1,0,0,0,0,1,0,0,0,,,,0,1,0
두산,0,1,1,0,0,0,0,0,0,,,,0,1,0
넥센,0,0,0,0,0,0,3,1,0,,,,4,8,1
SK,0,0,5,0,2,0,0,0,-,,,,7,9,1
KIA,1,0,0,0,0,0,0,0,0,,,,1,9,2
kt,0,1,0,0,2,0,0,0,-,,,,3,10,0
LG,0,0,0,0,0,0,0,0,0,,,,0,4,0
한화,0,0,1,0,0,2,0,0,-,,,,3,8,2
NC,0,1,4,0,1,0,1,1,0,,,,8,16,0
롯데,1,0,0,0,0,0,1,0,0,,,,2,7,1
삼성,0,0,0,0,0,0,0,1,0,,,,1,4,0
두산,0,0,0,1,0,0,0,0,1,,,,2,9,0
넥센,0,1,0,0,0,0,0,2,0,,,,3,6,2
SK,0,0,0,3,0,0,2,0,-,,,,5,7,2
KIA,1,4,0,3,0,0,1,0,0,,,,9,13,1
kt,1,0,0,0,1,0,0,0,0,,,,2,6,0
LG,1,1,1,0,1,0,0,0,0,,,,4,10,1
한화,2,0,0,0,1,0,0,0,0,,,,3,7,0
NC,0,0,1,0,1,3,0,0,0,,,,5,9,2
롯데,0,0,0,0,0,0,4,0,0,,,,4,8,1
삼성,0,0,2,0,0,0,0,0,0,,,,2,5,0
두산,1,0,0,1,0,0,0,2,-,,,,4,8,1
넥센,0,0,0,0,2,0,0,3,0,,,,5,11,2
SK,0,0,0,0,0,0,3,0,0,,,,3,6,2
한화,0,1,0,0,0,2,0,4,0,,,,7,10,0
kt,0,1,1,0,0,0,0,0,0,,,,2,8,0
KIA,0,0,0,1,0,1,0,0,0,,,,2,8,1
LG,1,1,0,0,0,1,0,3,-,,,,6,10,0
롯데,0,0,0,0,0,0,0,0,1,,,,1,4,2
넥센,1,0,0,0,0,1,0,2,-,,,,4,8,0
NC,0,0,0,0,4,0,0,0,0,,,,0,0,0
삼성,2,0,0,2,0,0,0,0,0,,,,0,0,0
두산,0,1,0,1,0,1,1,0,0,,,,4,10,2
SK,0,1,2,0,0,1,0,5,-,,,,9,11,0
한화,0,0,0,1,4,0,4,0,0,,,,9,17,2
kt,0,2,2,0,2,3,2,0,-,,,,11,13,0
KIA,0,0,1,0,0,2,0,2,0,,,,5,10,2
LG,0,0,2,0,0,0,0,0,2,,,,4,12,0
롯데,0,0,1,0,2,0,0,0,0,,,,3,12,0
넥센,0,1,0,0,0,0,0,0,1,,,,2,6,1
NC,0,2,1,5,0,3,3,0,0,,,,14,17,0
삼성,0,2,3,0,1,0,0,0,0,,,,6,8,0
두산,1,0,1,0,2,0,0,0,0,,,,4,10,1
SK,1,0,3,0,2,1,0,1,-,,,,8,11,1
한화,0,0,1,5,1,1,5,0,1,,,,14,19,0
kt,0,0,0,0,0,0,0,1,0,,,,1,7,1
KIA,0,0,0,0,0,0,0,1,0,,,,1,8,2
LG,2,0,1,2,2,0,0,0,-,,,,7,15,0
롯데,0,0,0,1,0,0,0,1,3,,,,5,10,0
넥센,0,2,0,0,1,0,3,0,-,,,,6,11,0
NC,0,0,1,0,1,0,0,4,0,,,,6,10,1
삼성,0,0,0,1,1,0,1,0,0,,,,3,8,0
두산,0,1,3,0,2,0,0,2,0,,,,8,14,1
SK,0,0,0,4,0,0,0,0,0,,,,4,6,3
한화,0,1,0,0,0,0,0,1,0,,,,2,6,0
롯데,0,1,0,2,0,0,0,1,-,,,,4,8,0
kt,0,0,0,0,1,0,0,0,0,,,,1,6,0
NC,0,0,0,1,0,1,0,0,-,,,,2,5,3
두산,1,0,4,0,0,0,0,3,1,,,,9,14,1
넥센,3,1,4,0,5,0,0,0,-,,,,13,17,0
SK,1,0,5,1,0,0,0,0,1,,,,8,12,0
LG,0,0,0,0,0,3,0,0,0,,,,3,10,0
삼성,2,0,0,1,0,0,0,0,0,,,,3,12,1
KIA,0,3,2,0,1,0,4,1,-,,,,11,12,0
한화,1,0,1,0,0,0,0,0,0,,,,2,7,1
롯데,2,0,0,2,1,3,0,0,-,,,,8,9,0
kt,1,0,0,0,0,0,0,0,3,,,,4,4,1
NC,0,3,2,0,1,0,5,0,-,,,,11,13,0
두산,0,0,0,3,0,0,0,0,0,,,,1,4,9
넥센,0,0,0,0,0,0,0,2,1,,,,0,3,10
SK,0,0,0,0,0,0,0,0,0,,,,0,2,1
LG,1,0,1,3,0,4,0,0,-,,,,9,14,0
삼성,0,0,0,0,0,0,0,0,0,,,,0,6,0
KIA,0,0,3,0,0,3,0,1,-,,,,7,11,0
한화,0,0,5,1,0,0,0,0,0,,,,6,11,0
롯데,0,0,0,1,0,0,0,0,0,,,,1,6,1
kt,0,0,0,0,0,0,0,0,0,,,,0,4,1
NC,1,0,1,0,0,1,0,0,-,,,,3,7,0
두산,0,1,0,1,0,0,0,1,0,,,,3,8,0
넥센,0,0,2,2,3,0,0,0,-,,,,7,10,0
SK,0,0,0,0,0,0,0,0,2,,,,2,6,0
LG,1,0,0,2,1,0,0,0,-,,,,4,11,0
삼성,1,0,0,4,0,2,1,0,1,,,,9,18,0
KIA,0,9,0,1,3,3,0,0,-,,,,16,19,0
LG,0,0,0,0,1,0,0,0,1,,,,2,5,0
kt,1,0,0,0,0,0,0,0,0,,,,1,5,0
롯데,0,0,0,0,0,0,0,0,0,,,,0,6,0
두산,0,0,0,0,0,1,1,0,-,,,,2,5,0
NC,1,0,0,0,1,0,1,0,0,,,,3,8,1
KIA,3,1,0,0,4,0,0,1,-,,,,9,11,0
SK,0,5,0,0,0,0,0,2,0,,,,7,9,0
삼성,1,0,0,0,3,0,1,0,0,,,,5,11,0
넥센,0,2,0,0,8,0,0,2,1,,,,13,13,0
한화,0,0,0,0,0,0,0,1,1,,,,2,6,0
LG,0,0,0,0,0,0,0,0,0,,,,0,6,0
kt,0,0,3,3,0,0,0,0,-,,,,6,12,0
롯데,0,1,0,0,0,2,0,0,0,,,,3,7,2
두산,0,0,0,0,0,0,4,1,-,,,,5,8,3
NC,1,0,0,0,4,0,0,0,0,,,,0,0,3
KIA,0,0,0,3,0,0,2,0,0,,,,0,0,1
SK,0,0,1,0,0,0,3,1,0,,,,5,8,1
삼성,1,0,0,1,0,3,5,2,-,,,,12,16,1
넥센,0,1,2,2,0,1,0,1,0,,,,7,14,0
한화,0,0,0,1,0,2,0,0,0,,,,3,9,3
LG,0,1,0,1,1,3,0,1,0,,,,7,13,0
kt,0,0,0,0,0,4,1,0,0,,,,5,7,1
롯데,2,0,0,0,0,0,0,2,2,,,,6,11,0
두산,0,0,0,0,0,0,0,0,0,,,,0,5,1
NC,0,1,0,3,0,0,0,3,5,,,,12,16,0
KIA,0,0,1,0,0,0,0,0,0,,,,1,4,1
SK,0,2,2,3,1,3,0,0,2,,,,13,13,0
삼성,1,0,0,0,1,0,0,0,0,,,,2,10,0
넥센,2,1,0,0,0,1,1,0,0,,,,5,8,0
한화,0,0,0,1,0,0,0,2,1,,,,4,12,1
한화,1,0,0,2,0,0,0,1,2,,,,6,13,0
SK,0,0,0,2,1,0,2,0,0,,,,5,13,1
KIA,1,4,1,1,0,0,0,0,2,,,,9,14,0
넥센,1,0,0,0,0,1,1,0,0,,,,3,12,4
롯데,0,0,2,0,1,2,2,0,2,,,,9,15,0
kt,0,0,0,0,0,0,0,0,0,,,,0,3,2
NC,0,0,0,0,0,0,2,0,0,,,,2,6,0
LG,0,0,1,0,0,0,0,0,0,,,,1,6,1
두산,2,0,0,0,0,0,0,3,0,,,,0,5,10
삼성,1,1,0,0,0,0,0,0,3,,,,1,6,9
한화,0,5,1,0,1,0,0,1,0,,,,1,9,12
SK,0,0,3,2,0,0,0,2,1,,,,0,8,10
KIA,0,0,1,0,0,0,1,0,0,,,,2,5,2
넥센,0,0,0,0,0,0,0,1,0,,,,1,11,0
롯데,1,0,1,0,0,0,0,0,0,,,,2,11,1
kt,0,0,0,4,1,0,2,1,-,,,,8,12,0
NC,0,0,0,0,0,0,0,0,0,,,,0,5,1
LG,2,0,6,0,3,0,0,2,-,,,,13,17,0
두산,0,6,0,2,0,0,2,0,0,,,,10,14,0
삼성,1,1,0,1,1,0,0,0,0,,,,4,8,0
한화,0,0,1,0,0,0,0,0,1,,,,2,10,0
SK,0,0,0,0,2,0,4,0,-,,,,6,8,0
KIA,0,0,0,1,0,0,0,0,0,,,,1,9,1
넥센,0,1,0,2,0,0,5,1,-,,,,9,9,0
롯데,0,2,0,1,0,0,0,0,0,,,,3,9,0
kt,1,0,0,0,0,1,0,0,0,,,,2,12,1
NC,0,0,0,0,0,0,3,0,0,,,,3,6,2
LG,0,2,1,0,0,0,0,1,-,,,,4,8,3
두산,6,0,1,4,0,1,3,2,0,,,,17,13,0
삼성,2,0,0,0,0,0,0,0,0,,,,2,8,1
KIA,0,0,0,2,0,0,1,0,0,,,,2,5,13
롯데,0,0,0,0,2,0,1,0,0,,,,0,3,9
kt,0,0,0,1,0,0,0,0,0,,,,1,6,3
한화,0,5,3,0,4,1,0,0,-,,,,13,18,0
LG,0,0,0,0,0,2,0,1,0,,,,3,6,0
두산,0,0,0,0,0,1,0,0,0,,,,1,9,0
SK,0,0,0,0,3,0,0,0,0,,,,3,11,0
넥센,0,0,0,0,3,1,1,0,-,,,,5,8,0
삼성,0,0,0,0,0,1,0,1,0,,,,2,8,0
NC,0,0,2,3,0,1,1,0,-,,,,7,11,1
KIA,0,1,0,1,1,0,0,0,0,,,,3,12,0
롯데,0,0,0,0,0,0,0,0,0,,,,0,9,1
kt,1,1,0,0,1,0,0,0,0,,,,3,7,1
한화,0,0,0,0,1,0,4,0,-,,,,5,14,0
LG,0,0,1,6,0,0,0,0,0,,,,7,6,0
두산,1,0,0,0,1,2,1,0,0,,,,5,7,0
SK,1,3,0,0,0,7,0,2,0,,,,13,20,1
넥센,0,0,0,3,0,0,0,0,2,,,,5,11,0
삼성,1,0,5,1,0,0,5,0,0,,,,12,10,0
NC,1,0,0,0,0,0,0,0,0,,,,1,8,4
KIA,0,0,0,0,1,1,0,3,0,,,,5,8,1
롯데,0,0,1,0,1,1,0,0,0,,,,3,13,2
kt,2,0,0,0,0,2,0,3,3,,,,10,11,0
한화,0,0,0,0,0,0,0,0,0,,,,0,4,0
LG,0,2,0,0,2,2,3,0,1,,,,10,16,0
두산,0,0,2,0,0,2,0,0,0,,,,4,8,0
SK,0,1,0,0,0,1,1,0,3,,,,0,0,0
넥센,0,0,0,0,1,4,0,1,0,,,,0,0,0
삼성,0,1,0,0,2,0,0,0,0,,,,3,8,2
NC,1,2,1,0,4,3,0,2,-,,,,13,14,1
kt,0,1,0,0,2,0,1,0,0,,,,4,12,2
KIA,0,5,3,1,0,0,0,0,-,,,,9,14,0
kt,0,2,0,0,0,0,0,0,1,,,,3,9,2
KIA,0,0,0,0,0,0,0,0,0,,,,0,3,0
LG,0,0,1,0,0,0,0,0,5,,,,6,15,0
삼성,0,0,1,0,0,0,0,0,0,,,,1,4,1
롯데,1,0,0,0,2,0,2,3,0,,,,8,15,1
한화,1,0,0,0,0,0,0,0,0,,,,1,5,1
SK,0,0,0,0,0,0,0,0,0,,,,0,5,0
두산,0,3,1,0,0,0,1,1,-,,,,6,15,0
넥센,0,0,0,0,0,0,0,0,0,,,,0,8,1
NC,0,0,0,1,2,0,0,0,-,,,,3,8,0
kt,0,0,4,0,0,0,0,0,0,,,,4,13,1
KIA,0,0,0,1,0,0,0,0,1,,,,2,5,1
LG,0,0,0,2,1,2,0,3,0,,,,8,10,1
삼성,0,2,1,0,2,0,0,0,0,,,,5,9,1
롯데,0,0,0,0,0,0,1,0,0,,,,1,4,2
한화,0,0,0,0,0,0,0,2,-,,,,2,5,0
SK,0,0,0,0,0,0,0,0,0,,,,0,4,1
두산,3,3,0,0,0,1,0,0,-,,,,7,10,0
넥센,0,0,0,0,1,0,1,0,0,,,,2,9,1
NC,0,0,0,0,0,1,0,0,0,,,,1,7,2
한화,0,1,0,0,0,3,0,0,1,,,,5,9,0
LG,0,1,0,0,0,0,1,1,0,,,,3,9,1
KIA,0,2,0,0,0,0,0,0,0,,,,2,9,2
SK,0,0,0,0,0,5,0,3,-,,,,8,8,0
NC,2,0,0,0,3,0,0,3,0,,,,8,10,2
kt,1,0,0,0,0,0,3,0,1,,,,5,8,0
넥센,1,0,0,0,0,0,0,0,0,,,,1,7,0
삼성,2,1,0,0,1,0,0,0,-,,,,4,9,0
한화,2,0,4,0,2,1,1,0,0,,,,10,13,1
LG,0,0,0,0,0,0,0,0,0,,,,0,7,2
KIA,0,0,0,0,0,0,0,1,2,,,,0,2,5
SK,3,0,0,0,0,0,0,0,0,,,,0,0,3
NC,0,0,0,0,0,1,1,0,0,,,,2,6,1
kt,0,1,1,0,2,1,0,0,-,,,,5,13,2
두산,2,2,3,2,0,0,0,0,0,,,,9,14,0
롯데,0,4,0,0,0,0,0,0,0,,,,4,7,0
넥센,1,0,0,0,4,0,0,0,0,,,,5,12,0
삼성,0,1,0,2,1,0,0,0,0,,,,4,7,1
한화,0,1,0,0,0,0,0,0,0,,,,1,9,0
LG,0,0,0,0,2,2,0,0,-,,,,4,9,0
KIA,0,0,0,2,1,0,0,0,0,,,,3,6,0
SK,0,0,0,0,1,1,1,0,1,,,,4,10,0
NC,0,0,0,2,0,0,3,0,0,,,,5,11,5
kt,0,2,3,0,0,3,2,0,-,,,,10,10,0
두산,2,4,2,3,0,1,2,0,1,,,,15,17,1
롯데,0,0,0,0,0,0,0,1,0,,,,1,8,0
넥센,0,0,2,0,2,0,0,1,0,,,,5,8,1
삼성,0,1,0,2,0,0,0,0,1,,,,4,9,1
한화,0,0,0,0,0,0,0,1,0,,,,1,4,0
넥센,1,0,0,0,1,0,0,0,-,,,,2,10,1
kt,0,0,0,0,0,0,0,0,0,,,,0,4,0
롯데,0,1,0,1,0,0,3,1,-,,,,6,12,2
LG,0,0,0,0,2,0,0,0,0,,,,0,0,2
KIA,1,0,0,0,0,1,0,0,0,,,,0,1,3
NC,0,0,0,2,0,0,0,0,0,,,,2,10,0
두산,0,0,0,0,0,0,1,0,0,,,,1,10,0
삼성,1,0,0,3,1,0,0,2,1,,,,8,10,0
SK,0,0,0,0,0,2,0,0,0,,,,2,4,3
한화,0,2,1,0,0,2,0,3,0,,,,8,12,1
넥센,2,0,0,1,0,0,0,1,0,,,,4,12,1
kt,0,2,0,0,0,0,0,1,1,,,,4,5,3
롯데,0,0,1,0,3,1,4,0,-,,,,9,14,2
LG,0,2,0,0,0,0,0,0,1,,,,3,8,0
KIA,0,3,0,3,0,0,2,0,-,,,,8,12,2
NC,0,0,1,0,0,0,0,1,0,,,,2,7,1
두산,0,0,0,0,0,0,1,0,0,,,,1,7,1
삼성,0,0,0,1,0,0,1,1,2,,,,5,10,1
SK,1,0,0,0,0,0,1,0,0,,,,2,6,2
한화,0,0,0,0,0,3,0,0,3,,,,6,9,0
넥센,4,0,0,0,0,0,0,0,4,,,,8,8,1
kt,0,0,0,0,0,0,1,2,1,,,,4,10,0
롯데,1,1,1,2,0,2,2,2,-,,,,11,19,1
LG,0,0,1,0,0,0,2,1,0,,,,4,15,0
KIA,0,1,5,1,0,2,0,0,-,,,,9,12,0
NC,1,0,2,0,0,1,0,0,0,,,,4,8,2
두산,5,1,0,1,0,0,0,0,-,,,,7,7,0
삼성,0,0,0,0,0,0,1,0,0,,,,1,3,0
SK,0,0,1,0,0,0,3,0,-,,,,4,12,1
롯데,0,0,0,5,0,0,0,4,0,,,,9,11,1
LG,0,2,0,2,0,0,0,0,0,,,,4,9,1
두산,0,0,0,1,0,1,0,0,5,,,,7,14,1
KIA,0,2,0,3,0,0,1,0,0,,,,6,9,1
SK,4,2,1,1,2,0,1,0,0,,,,11,12,1
NC,0,0,1,0,0,0,0,0,0,,,,1,7,0
삼성,0,2,0,0,0,0,2,0,2,,,,6,11,2
한화,0,1,0,0,1,0,0,0,0,,,,2,8,0
넥센,0,0,1,0,0,3,0,0,0,,,,4,9,2
kt,0,0,0,0,2,0,0,0,1,,,,3,9,0
롯데,0,0,0,0,1,0,0,0,1,,,,2,7,0
LG,0,1,0,2,0,0,0,0,-,,,,3,8,0
두산,0,2,0,2,2,0,0,0,0,,,,6,15,0
KIA,0,0,0,0,0,0,0,0,0,,,,0,8,0
SK,0,0,0,0,0,0,0,0,0,,,,0,4,0
NC,0,0,1,0,0,0,0,0,-,,,,1,6,0
삼성,0,0,0,0,1,2,5,1,0,,,,9,14,1
한화,0,0,0,4,0,2,0,1,1,,,,8,14,1
넥센,3,0,0,3,0,0,2,0,3,,,,11,15,0
kt,1,0,0,0,0,0,2,0,0,,,,3,8,1
롯데,0,0,0,0,0,1,0,1,1,,,,3,7,0
LG,0,0,0,0,0,1,0,3,-,,,,4,7,0
두산,0,0,0,1,2,3,1,0,0,,,,7,10,1
KIA,1,0,0,0,0,1,1,0,0,,,,3,9,2
SK,0,0,0,1,2,0,1,0,0,,,,0,5,9
NC,0,0,0,0,0,0,4,0,0,,,,0,0,4
삼성,0,0,0,0,0,2,5,1,0,,,,8,10,1
한화,0,0,1,0,0,1,2,2,1,,,,7,14,1
넥센,0,1,0,0,2,0,1,0,0,,,,4,12,0
kt,4,4,1,3,0,0,1,0,-,,,,13,17,3
KIA,0,0,3,7,0,1,2,0,0,,,,13,17,2
한화,0,0,0,0,1,1,5,0,1,,,,8,15,1
kt,0,0,3,3,3,0,1,0,2,,,,12,18,0
삼성,2,0,0,0,1,0,0,0,0,,,,3,6,0
NC,3,0,5,0,4,0,0,0,3,,,,15,17,1
넥센,0,0,0,0,1,0,3,0,0,,,,4,7,1
SK,1,0,0,0,0,0,0,0,2,,,,3,6,13
롯데,0,0,0,3,0,0,0,0,0,,,,4,7,9
KIA,0,2,3,2,0,0,1,1,0,,,,9,15,0
한화,0,0,0,0,1,0,0,0,2,,,,3,6,0
kt,1,1,0,0,1,1,0,0,0,,,,5,9,13
삼성,0,0,1,0,0,3,0,0,0,,,,4,8,13
NC,3,0,1,1,0,0,0,0,0,,,,5,14,0
넥센,0,1,0,2,0,0,0,1,0,,,,4,6,2
두산,0,0,0,0,1,0,0,1,0,,,,2,6,0
LG,0,0,0,0,0,0,1,0,0,,,,1,6,1
SK,0,0,1,0,0,0,0,4,0,,,,5,8,0
롯데,0,0,0,0,1,4,0,2,-,,,,7,12,0
KIA,0,0,0,0,4,0,0,2,0,,,,6,8,1
한화,0,0,1,0,0,0,0,3,0,,,,4,6,1
kt,0,0,0,0,0,0,0,0,4,,,,4,5,1
삼성,1,0,2,0,3,0,0,0,-,,,,6,5,0
NC,5,2,1,0,0,0,0,4,1,,,,13,15,0
넥센,0,3,0,0,0,0,0,0,0,,,,3,4,1
두산,0,0,1,0,0,2,5,1,0,,,,9,11,2
LG,3,0,0,0,1,3,0,0,0,,,,7,13,2
SK,0,2,3,0,0,1,0,0,0,,,,6,12,0
롯데,1,0,3,3,10,0,0,0,-,,,,17,18,1
한화,1,1,0,0,0,0,0,0,1,,,,3,15,2
NC,0,0,0,0,1,0,1,3,-,,,,5,11,0
kt,1,0,0,0,2,0,0,0,0,,,,2,5,18
두산,2,0,0,0,0,0,1,0,0,,,,0,3,7
LG,0,0,0,0,0,0,1,0,0,,,,1,6,0
SK,0,0,1,1,0,0,1,3,-,,,,6,8,0
롯데,0,0,1,3,1,3,0,0,0,,,,8,11,0
KIA,0,0,0,0,1,0,0,0,1,,,,2,3,0
삼성,0,0,0,0,3,0,0,0,0,,,,3,7,1
넥센,0,2,4,0,2,4,3,3,-,,,,18,20,2
한화,0,0,0,0,0,3,1,0,2,,,,6,11,0
NC,1,0,0,0,0,0,0,0,0,,,,1,10,0
kt,1,1,0,1,0,0,0,1,0,,,,4,12,0
두산,1,4,0,4,0,1,0,0,-,,,,10,14,1
LG,0,0,0,0,0,0,0,0,3,,,,3,5,1
SK,0,0,0,0,0,1,0,3,-,,,,4,9,1
롯데,0,0,2,0,2,1,2,0,0,,,,7,10,2
KIA,8,0,1,4,0,1,0,1,-,,,,15,17,1
삼성,0,1,2,0,0,1,0,0,0,,,,4,7,0
넥센,0,1,1,0,0,2,0,3,-,,,,7,13,2
한화,0,3,1,0,0,0,4,0,0,,,,8,12,0
NC,0,0,0,0,1,0,0,0,0,,,,1,8,1
kt,0,0,0,0,5,0,0,0,0,,,,5,8,0
두산,0,2,0,2,2,1,1,1,-,,,,9,12,0
LG,0,0,1,0,0,0,0,0,1,,,,2,10,1
SK,0,1,0,1,2,1,0,0,-,,,,5,7,0
롯데,0,1,1,0,1,0,1,0,0,,,,0,0,4
KIA,0,0,0,1,1,1,1,0,0,,,,0,4,8
삼성,0,0,0,0,2,0,0,0,1,,,,3,10,1
